CMDLINE C:\Users\anton\AppData\Local\Programs\Python\Python310\python.exe .\held_karp_algorithm.py
MEM 50.898438 1668775886.2694
MEM 50.910156 1668775886.3783
MEM 50.921875 1668775886.4871
MEM 50.933594 1668775886.5981
MEM 50.949219 1668775886.7066
MEM 50.957031 1668775886.8144
MEM 50.972656 1668775886.9228
MEM 50.988281 1668775887.0314
MEM 51.054688 1668775887.1404
MEM 51.054688 1668775887.2480
MEM 51.054688 1668775887.3572
MEM 51.054688 1668775887.4667
MEM 51.054688 1668775887.5742
MEM 51.117188 1668775887.6830
MEM 51.117188 1668775887.7914
MEM 51.117188 1668775887.8994
MEM 51.117188 1668775888.0086
MEM 51.117188 1668775888.1180
MEM 51.179688 1668775888.2276
MEM 51.179688 1668775888.3359
MEM 51.179688 1668775888.4450
MEM 51.179688 1668775888.5534
MEM 51.183594 1668775888.6620
MEM 51.195312 1668775888.7711
MEM 51.203125 1668775888.8788
MEM 51.214844 1668775888.9886
MEM 51.226562 1668775889.0965
MEM 51.242188 1668775889.2051
MEM 51.257812 1668775889.3141
MEM 51.269531 1668775889.4225
